trial,feedback,run_num,agent_interv,participant,prob_win_L,prob_win_R,mine_key.keys,L_stim_pos,R_stim_pos,intervention_choice_key.keys,subj_choice,condition,participant,latent_guess,feedback,trigger_onset,trial_onset,trial_offset,isi1_onset,isi1_offset,fb_onset,fb_offset,isi2_onset,isi2_offset,interv_onset,interv_offset,iti_onset,iti_offset,iri_onset,iri_offset
28,1,2,0,25,0.7,0.3,2,right,left,1,2,benevolent,25,1,1,1501.7107091,379.150498,379.682162,379.683519,382.180221,382.181319,383.713908,383.715308,387.713788,387.714938,388.882377,388.884076,393.655209,421.303622,431.298884
29,1,2,1,25,0.7,0.3,1,left,right,2,1,benevolent,25,0,1,1516.5417031,393.701615,394.515531,394.516864,396.014157,396.015255,397.546949,397.548739,401.547655,401.54879,402.115583,402.117218,408.205889,421.303622,431.298884
30,1,2,0,25,0.7,0.3,1,right,left,1,1,benevolent,25,1,1,1530.8386131,408.252378,408.815198,408.816494,410.814848,410.816243,412.347708,412.349472,415.348196,415.349319,416.549179,416.550871,421.256887,421.303622,431.298884
1,0,3,0,25,0.7,0.3,1,right,left,1,1,adversarial,25,1,0,1588.5332901,0.0110950000000685,0.942070000000058,0.944040000000086,2.94038799999998,2.94188100000019,4.4732140000001,4.47522100000015,6.47356500000001,6.47499000000016,7.78416000000016,7.78669400000013,13.015308,421.905967,431.906879
2,1,3,0,25,0.7,0.3,2,right,left,1,2,adversarial,25,1,1,1601.2421431,13.0661110000001,13.6509470000001,13.6522870000001,15.1490960000001,15.15021,16.682176,16.6839590000002,19.6827890000002,19.6839180000002,20.9597630000001,20.9615130000002,25.5740090000002,421.905967,431.906879
3,0,3,1,25,0.7,0.3,1,left,right,1,1,adversarial,25,1,0,1614.4027751,25.6230800000001,26.8094820000001,26.811085,29.30799,29.309119,30.8408930000001,30.8423130000001,34.842112,34.8432640000001,36.0680340000001,36.0696710000002,40.124319,421.905967,431.906879
4,1,3,0,25,0.7,0.3,2,right,left,2,2,adversarial,25,0,1,1629.5368241,40.1747710000002,41.944111,41.9454430000001,44.4416820000001,44.4427760000001,45.97567,45.9774030000001,47.9751620000002,47.9762470000001,48.6188030000001,48.620584,52.683362,421.905967,431.906879
5,0,3,1,25,0.7,0.3,2,right,left,1,2,adversarial,25,1,0,1641.0443101,52.7346240000002,53.4518380000002,53.4531410000002,55.9508040000001,55.9518770000002,57.4838560000001,57.4855850000001,59.483925,59.4850140000001,60.5112080000001,60.5130080000001,67.242346,421.905967,431.906879
6,0,3,0,25,0.7,0.3,2,left,right,1,2,adversarial,25,1,0,1655.3130271,67.2934750000002,67.719376,67.7207230000001,70.217905,70.21901,71.750626,71.752037,74.7515250000001,74.7526440000001,75.3027040000002,75.304302,81.8013660000001,421.905967,431.906879
7,0,3,0,25,0.7,0.3,1,right,left,1,1,adversarial,25,1,0,1670.2117461,81.852785,82.6194440000002,82.620758,85.1184680000001,85.1195760000001,86.6512520000001,86.6526900000001,89.6521050000001,89.6532580000001,90.2122260000001,90.2139910000001,96.360529,421.905967,431.906879
8,0,3,0,25,0.7,0.3,2,left,right,2,2,adversarial,25,0,0,1684.6966351,96.4118070000002,97.1036530000001,97.10501,98.602241,98.60338,100.135968,100.137353,103.135762,103.136876,104.25378,104.255428,110.919404,421.905967,431.906879
9,0,3,0,25,0.7,0.3,1,right,left,2,1,adversarial,25,0,0,1699.0369711,110.97221,111.44647,111.447823,113.944732,113.945875,115.477334,115.479109,119.478322,119.479515,120.221365,120.223303,125.478214,421.905967,431.906879
10,0,3,0,25,0.7,0.3,1,right,left,2,1,adversarial,25,0,0,1715.1326041,125.531627,127.537796,127.539096,129.537172,129.538253,131.070045,131.071832,135.070576,135.07168,138.029783,138.031542,141.537035,421.905967,431.906879
11,0,3,1,25,0.7,0.3,2,left,right,2,2,adversarial,25,0,0,1729.6552661,141.591602,142.063848,142.065144,144.062515,144.063654,145.595165,145.596601,147.595493,147.59663,149.406317,149.408287,154.595843,421.905967,431.906879
12,0,3,1,25,0.7,0.3,1,right,left,1,1,adversarial,25,1,0,1742.9099221,154.649511,155.314019,155.315343,157.313126,157.314282,158.845951,158.847859,160.84666,160.847739,162.098275,162.100078,166.654701,421.905967,431.906879
13,1,3,0,25,0.7,0.3,2,left,right,1,2,adversarial,25,1,1,1754.9874721,166.712008,167.389284,167.390606,168.888492,168.889576,170.421119,170.422858,174.421666,174.42281,174.923819,174.925636,182.213584,421.905967,431.906879
14,1,3,0,25,0.7,0.3,2,left,right,2,2,adversarial,25,0,1,1770.5107041,182.269472,182.915577,182.916886,184.914114,184.915253,186.44746,186.449193,190.448044,190.449175,190.907474,190.909218,196.273175,421.905967,431.906879
15,0,3,1,25,0.7,0.3,2,left,right,2,2,adversarial,25,0,0,1784.3993131,196.331246,196.80762,196.808941,198.306205,198.307333,199.839284,199.841013,201.839802,201.840959,202.950135,202.951851,208.839509,421.905967,431.906879
16,0,3,0,25,0.7,0.3,1,right,left,1,1,adversarial,25,1,0,1797.7707911,208.896677,210.174642,210.175976,212.673402,212.674535,214.206646,214.208062,216.206897,216.208073,217.183703,217.185498,223.398452,421.905967,431.906879
17,1,3,0,25,0.7,0.3,2,right,left,1,2,adversarial,25,1,1,1811.5130061,223.459333,223.916995,223.918321,225.916038,225.917172,227.448605,227.450339,231.449432,231.45055,232.558595,232.560259,238.465843,421.905967,431.906879
18,1,3,0,25,0.7,0.3,2,right,left,2,2,adversarial,25,0,1,1826.7208571,238.524059,239.125392,239.126713,240.624213,240.625329,242.157275,242.158653,245.158072,245.159152,245.835361,245.837085,253.033085,421.905967,431.906879
19,0,3,0,25,0.7,0.3,1,right,left,1,1,adversarial,25,1,0,1841.1414861,253.093118,253.543693,253.544979,256.041925,256.043036,257.575036,257.576771,261.575948,261.577358,262.418354,262.42003,268.600404,421.905967,431.906879
20,NA,3,1,25,0.7,0.3,NA,right,left,NA,NA,adversarial,25,NA,NA,NA,268.660047,271.160805,271.162181,271.16292,271.163992,271.180731,271.181734,271.182282,271.18311,271.197084,271.198368,282.167535,421.905967,431.906879
21,1,3,0,25,0.7,0.3,2,right,left,1,2,adversarial,25,1,1,1870.2667691,282.229419,282.668907,282.670253,284.668858,284.669974,286.201624,286.203396,288.201541,288.202644,289.144693,289.146302,294.234741,421.905967,431.906879
22,1,3,0,25,0.7,0.3,2,left,right,2,2,adversarial,25,0,1,1882.9052931,294.295656,295.311533,295.312908,296.810203,296.811298,298.343919,298.34567,302.343783,302.344904,303.212723,303.214541,307.802076,421.905967,431.906879
23,0,3,0,25,0.7,0.3,1,right,left,NA,1,adversarial,25,NA,0,1895.8668571,307.864994,308.269855,308.270947,309.769063,309.770185,311.302282,311.304009,313.30279,313.303922,316.311682,316.313721,321.369448,421.905967,431.906879
24,1,3,0,25,0.7,0.3,1,left,right,2,1,adversarial,25,0,1,1910.0153991,321.432576,322.420867,322.422151,324.420219,324.4214,325.953164,325.954547,329.953973,329.955079,330.480664,330.482419,337.436588,421.905967,431.906879
25,0,3,1,25,0.7,0.3,2,left,right,2,2,adversarial,25,0,0,1925.6631711,337.500124,338.072339,338.073952,340.570994,340.572119,342.103715,342.105467,344.103981,344.105181,344.605174,344.606761,351.003884,421.905967,431.906879
26,0,3,0,25,0.7,0.3,1,right,left,2,1,adversarial,25,0,0,1939.0887871,351.068497,351.49809,351.499379,352.996024,352.997115,354.529388,354.531144,358.529591,358.53072,359.22262,359.224317,366.571264,421.905967,431.906879
27,0,3,1,25,0.7,0.3,1,left,right,2,1,adversarial,25,0,0,1954.6884221,366.636265,367.097611,367.099033,369.096442,369.097543,370.630141,370.631554,373.630155,373.631262,374.20657,374.208292,380.63878,421.905967,431.906879
28,0,3,0,25,0.7,0.3,1,right,left,1,1,adversarial,25,1,0,1968.8228511,380.704081,381.232363,381.233733,383.230535,383.231617,384.763451,384.765173,387.764012,387.765124,388.365979,388.367685,395.705515,421.905967,431.906879
29,0,3,1,25,0.7,0.3,2,right,left,1,2,adversarial,25,1,0,1983.7794141,395.769839,396.182727,396.184011,397.680538,397.681556,399.213963,399.215361,402.214387,402.215462,402.691525,402.693316,408.272716,421.905967,431.906879
30,1,3,0,25,0.7,0.3,1,left,right,2,1,adversarial,25,0,1,1997.4492701,408.338569,409.857758,409.859068,411.35636,411.357483,412.889624,412.891371,415.889828,415.890982,417.099613,417.101352,421.839927,421.905967,431.906879
1,1,4,1,25,0.3,0.7,1,left,right,1,1,benevolent,25,1,1,2065.3392011,0.0108510000000024,0.633718999999928,0.635616999999911,2.13147099999969,2.13289899999972,3.66440199999988,3.66675499999974,5.66491199999973,5.666428,6.66613999999981,6.66844199999969,11.5148489999997,422.45066,432.448858
2,1,4,0,25,0.3,0.7,2,right,left,1,2,benevolent,25,1,1,2076.8740681,11.5843649999997,12.1662299999998,12.1675559999999,14.1652650000001,14.1664129999999,15.698073,15.699494,17.699008,17.7001249999998,19.0585169999999,19.0602730000001,25.5904419999997,422.45066,432.448858
3,1,4,0,25,0.3,0.7,1,right,left,1,1,benevolent,25,1,1,2091.0644861,25.658664,26.3587170000001,26.3600550000001,28.357712,28.3587979999998,29.891298,29.8926719999999,32.8911309999999,32.8922029999999,34.9847639999998,34.9864990000001,39.6660309999997,422.45066,432.448858
4,1,4,1,25,0.3,0.7,2,left,right,NA,2,benevolent,25,NA,1,2104.9249001,39.734547,40.2171709999998,40.2185039999999,41.7164539999999,41.7176099999997,43.2493049999998,43.2506269999999,45.2499359999997,45.2510629999997,48.2581829999999,48.2602549999997,53.2417069999997,422.45066,432.448858
5,0,4,0,25,0.3,0.7,1,left,right,2,1,benevolent,25,0,0,2118.4167201,53.311314,53.7102540000001,53.7114819999997,55.2085899999997,55.2097589999998,56.7411360000001,56.7425359999997,58.7422349999997,58.743352,59.0275280000001,59.0291539999998,65.8170299999997,422.45066,432.448858
6,0,4,0,25,0.3,0.7,1,right,left,2,1,benevolent,25,0,0,2130.9467531,65.8868560000001,66.2438659999998,66.2452229999999,68.7421089999998,68.7431969999998,70.275568,70.2769979999998,74.2758979999999,74.277004,74.636141,74.6378500000001,80.3926299999998,422.45066,432.448858
7,1,4,0,25,0.3,0.7,1,left,right,2,1,benevolent,25,0,1,2146.3948071,80.465659,81.695001,81.6964199999998,84.1933629999999,84.1945259999998,85.7258689999999,85.7275569999997,89.7274499999999,89.728568,90.3611599999999,90.3629069999997,94.96837,422.45066,432.448858
8,0,4,0,25,0.3,0.7,2,left,right,2,2,benevolent,25,0,0,2160.2434561,95.0389319999999,95.5349929999998,95.5358659999997,97.5309480000001,97.531712,99.0640789999998,99.0651339999999,102.064267,102.065057,102.615254,102.616399,109.047346,422.45066,432.448858
9,1,4,0,25,0.3,0.7,2,left,right,1,2,benevolent,25,1,1,2174.3902491,109.116121,109.68193,109.682934,112.180812,112.181614,113.710908,113.712687,116.711123,116.712255,117.529517,117.531329,124.619481,422.45066,432.448858
10,1,4,0,25,0.3,0.7,1,right,left,1,1,benevolent,25,1,1,2190.0382871,124.691953,125.329666,125.330984,127.827933,127.829061,129.361145,129.363157,133.36201,133.363189,133.796868,133.798683,140.194972,422.45066,432.448858
11,0,4,0,25,0.3,0.7,1,left,right,2,1,benevolent,25,0,0,2205.4985601,140.270376,140.797216,140.798612,142.295315,142.296469,143.828785,143.830436,147.828515,147.82967,148.847076,148.84878,153.779639,422.45066,432.448858
12,1,4,1,25,0.3,0.7,2,left,right,1,2,benevolent,25,1,1,2220.1153071,153.853447,155.413661,155.414949,157.912581,157.913705,159.446567,159.447981,161.446305,161.447428,162.131146,162.13288,166.354137,422.45066,432.448858
13,1,4,1,25,0.3,0.7,2,right,left,1,2,benevolent,25,1,1,2231.7876391,166.428305,167.081594,167.082974,169.580377,169.581349,171.113445,171.114414,174.113694,174.114668,174.972875,174.974582,179.929994,422.45066,432.448858
14,1,4,0,25,0.3,0.7,2,left,right,2,2,benevolent,25,0,1,2244.9975811,180.004898,180.290567,180.291902,181.787728,181.788817,183.32143,183.322776,186.321869,186.322912,186.664499,186.665615,193.505376,422.45066,432.448858
15,0,4,0,25,0.3,0.7,1,left,right,1,1,benevolent,25,1,0,2258.6602481,193.583622,193.957618,193.958945,195.956033,195.957144,197.488961,197.490767,200.48922,200.4905,201.266188,201.267896,208.589425,422.45066,432.448858
16,0,4,0,25,0.3,0.7,1,left,right,2,1,benevolent,25,0,0,2273.8356371,208.665941,209.133346,209.134751,211.131192,211.132286,212.664567,212.66632,216.665002,216.666147,218.382927,218.384626,222.673296,422.45066,432.448858
17,1,4,1,25,0.3,0.7,1,left,right,2,1,benevolent,25,0,1,2287.8389641,222.753023,223.133002,223.134289,224.632194,224.633332,226.165024,226.166738,230.165976,230.167062,230.766956,230.768744,237.256942,422.45066,432.448858
18,1,4,0,25,0.3,0.7,2,left,right,1,2,benevolent,25,1,1,2302.6186551,237.334835,237.917164,237.918478,239.916638,239.917717,241.448722,241.450553,245.449636,245.450781,246.159796,246.161572,253.341055,422.45066,432.448858
19,1,4,1,25,0.3,0.7,2,left,right,1,2,benevolent,25,1,1,2318.9128411,253.419821,254.209855,254.211224,256.708468,256.709577,258.240878,258.242271,262.241712,262.242852,263.485231,263.486929,269.925272,422.45066,432.448858
20,1,4,1,25,0.3,0.7,2,left,right,1,2,benevolent,25,1,1,2336.2445151,270.005781,271.543049,271.544347,273.542099,273.543221,275.075386,275.07718,279.075641,279.076783,279.477839,279.47947,284.009126,422.45066,432.448858
21,1,4,1,25,0.3,0.7,1,right,left,1,1,benevolent,25,1,1,2349.1972711,284.089453,284.494281,284.495567,286.992665,286.993805,288.526149,288.527903,291.526588,291.527732,291.9032,291.904913,298.593648,422.45066,432.448858
22,1,4,0,25,0.3,0.7,1,right,left,2,1,benevolent,25,0,1,2363.7930421,298.67341,299.086046,299.08736,301.085076,301.08621,302.618205,302.6196,305.618552,305.61965,305.995736,305.997511,313.676932,422.45066,432.448858
23,0,4,0,25,0.3,0.7,2,right,left,2,2,benevolent,25,0,0,2379.7675021,313.758222,315.063235,315.064552,317.060551,317.06165,318.594397,318.595791,321.59448,321.595596,324.129161,324.130998,326.760776,422.45066,432.448858
24,0,4,0,25,0.3,0.7,1,left,right,1,1,benevolent,25,1,0,2392.6137741,326.842385,327.91264,327.913958,329.411203,329.412314,330.94441,330.94618,332.944891,332.946029,333.838406,333.840116,339.344736,422.45066,432.448858
25,NA,4,0,25,0.3,0.7,NA,left,right,NA,NA,benevolent,25,NA,NA,NA,339.426258,341.928742,341.929984,341.930664,341.931715,341.948045,341.948952,341.949438,341.950105,341.96309,341.964166,353.429109,422.45066,432.448858
26,0,4,0,25,0.3,0.7,1,left,right,2,1,benevolent,25,0,0,2418.6777581,353.512103,353.972396,353.973679,356.470835,356.471928,358.00372,358.005125,362.004357,362.005517,362.447424,362.449153,369.01252,422.45066,432.448858
27,1,4,1,25,0.3,0.7,2,right,left,2,2,benevolent,25,0,1,2434.3946381,369.095357,369.689447,369.69076,371.18789,371.189035,372.721493,372.722897,374.721569,374.7227,375.473491,375.475227,382.596604,422.45066,432.448858
28,0,4,0,25,0.3,0.7,2,left,right,2,2,benevolent,25,0,0,2448.0902711,382.679991,383.382062,383.383419,384.88031,384.881426,386.413267,386.415019,389.413702,389.414796,391.214879,391.216503,397.180385,422.45066,432.448858
29,0,4,0,25,0.3,0.7,1,left,right,1,1,benevolent,25,1,0,2462.7335461,397.26497,398.032385,398.033783,400.531182,400.532336,402.063569,402.065021,404.064281,404.06541,404.573883,404.575624,409.772874,422.45066,432.448858
30,1,4,0,25,0.3,0.7,2,left,right,1,2,benevolent,25,1,1,2474.9314511,409.857468,410.224576,410.225971,411.72303,411.72412,413.255893,413.257267,415.256401,415.257516,415.774888,415.776612,422.36502,422.45066,432.448858
1,1,1,1,26,0.7,0.3,1,left,right,2,1,benevolent,26,0,1,650.9500534,0.0109685000001036,1.2506638000001,1.25243,2.74888800000008,2.75030600000002,4.28278490000002,4.28474640000002,6.28190070000005,6.28335520000007,7.22588560000008,7.22821180000005,11.5156466000001,420.7107553,430.7085233
2,1,1,0,26,0.7,0.3,1,right,left,1,1,benevolent,26,1,1,661.9364374,11.5223929,12.2340463,12.2354033,13.7333765000001,13.734509,15.2659371000001,15.2673728000001,17.2659992,17.2670979000001,17.9505173,17.9522061,25.0244091000001,420.7107553,430.7085233
3,1,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,1,675.4175714,25.0476095,25.7179325000001,25.7192483,27.716489,27.7176344000001,29.2496451000001,29.2510366,31.2498869000001,31.2510971,31.9178774000001,31.9195156000001,38.0498358000001,420.7107553,430.7085233
4,1,1,0,26,0.7,0.3,2,right,left,2,2,benevolent,26,0,1,689.1333634,38.058477,39.4359148000001,39.4372558,40.9339248,40.9350440000001,42.4667775,42.4681911,46.4673426000001,46.4684402,47.1599161,47.1617147000001,53.5671667,420.7107553,430.7085233
5,1,1,0,26,0.7,0.3,1,left,right,2,1,benevolent,26,0,1,703.8590404,53.5773857,54.1607987000001,54.1621203000001,56.6593831,56.6604868000001,58.1923158000001,58.1937370000001,61.1930402,61.1941711000001,61.6360970000001,61.6378473000001,67.084477,420.7107553,430.7085233
6,1,1,1,26,0.7,0.3,1,right,left,1,1,benevolent,26,1,1,717.4768444,67.0951001000001,67.7775709,67.7789442000001,69.276597,69.2777356,70.8095899,70.8109579000001,72.8100810000001,72.8111812000001,73.3778491,73.3795219000001,80.6019954000001,420.7107553,430.7085233
7,1,1,0,26,0.7,0.3,2,right,left,2,2,benevolent,26,0,1,730.9452984,80.6129911,81.2447315000001,81.2460594,83.2437769000001,83.2449364,84.7769832,84.7783888,86.7772664,86.7783455,87.4784434000001,87.4800610000001,93.6187696000001,420.7107553,430.7085233
8,1,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,1,744.5581354,93.6301881000001,94.8543119000001,94.8557002,96.3526252,96.3537701,97.8856565000001,97.8870682,99.8862849000001,99.8873944000001,100.604185,100.6058836,107.1358688,420.7107553,430.7085233
9,1,1,1,26,0.7,0.3,1,right,left,1,1,benevolent,26,1,1,757.8008674,107.1480271,108.1044961,108.1058625,110.1032859,110.1044427,111.6362685,111.6377254,114.6368923,114.6380277,115.162727,115.1644633,120.1533464,420.7107553,430.7085233
10,0,1,0,26,0.7,0.3,1,right,left,2,1,benevolent,26,0,0,770.6053934,120.1666467,120.9057858,120.9072981,122.903686,122.904835,124.4367138,124.4381475,128.4372149,128.4384152,128.913502,128.9152431,135.1705557,420.7107553,430.7085233
11,1,1,1,26,0.7,0.3,1,right,left,1,1,benevolent,26,1,1,785.4563204,135.1840814,135.7560046,135.7573084,137.2543117,137.2554383,138.7873953,138.7887546,140.7878855,140.7890467,141.2901609,141.2919065,148.6877933,420.7107553,430.7085233
12,0,1,0,26,0.7,0.3,1,left,right,2,1,benevolent,26,0,0,799.0854694,148.701995,149.3894689,149.3907829,151.3878467,151.3889867,152.921362,152.9227776,156.9217164,156.922847,157.1895831,157.1913292,164.7052035,420.7107553,430.7085233
13,0,1,0,26,0.7,0.3,1,left,right,2,1,benevolent,26,0,0,814.8495694,164.7223578,165.1484972,165.1498312,167.6472255,167.6483743,169.1803202,169.1817331,172.1806638,172.1818064,172.6820067,172.6837761,179.2305312,420.7107553,430.7085233
14,1,1,1,26,0.7,0.3,1,right,left,1,1,benevolent,26,1,1,829.3439014,179.2467999,179.6414391,179.642781,181.6392794,181.6404265,183.1725526,183.1743181,187.1727992,187.173976,187.5741774,187.5757637,193.2478498,420.7107553,430.7085233
15,1,1,0,26,0.7,0.3,1,right,left,1,1,benevolent,26,1,1,843.3404864,193.2667289,193.6407703,193.6421793,195.6395416,195.6406946,197.173012,197.1747194,199.1735902,199.1746952,199.5494306,199.5509157,207.2734376,420.7107553,430.7085233
16,1,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,1,857.4918864,207.2909772,207.7917928,207.793182,210.2906541,210.2918196,211.8233991,211.8248118,214.8239278,214.8250843,215.3586839,215.3604026,221.7989853,420.7107553,430.7085233
17,1,1,1,26,0.7,0.3,2,right,left,1,2,benevolent,26,1,1,872.9564814,221.8194811,223.2582425,223.2596794,224.7576469,224.7587418,226.2909843,226.2924256,229.2913138,229.2924019,229.7507487,229.7524618,235.3242614,420.7107553,430.7085233
18,1,1,0,26,0.7,0.3,1,left,right,1,1,benevolent,26,1,1,885.6598544,235.3424814,235.9593549,235.9606629,237.9582567,237.9594583,239.4913086,239.4927194,242.4918054,242.4929445,243.2100418,243.211813,248.3500876,420.7107553,430.7085233
19,0,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,0,898.7783564,248.3717343,249.0767383,249.078068,251.5754498,251.5765902,253.1084424,253.1098262,255.1092905,255.1104197,255.5779204,255.5796892,260.8754823,420.7107553,430.7085233
20,0,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,0,911.1620234,260.8954276,261.460511,261.4618314,262.9591419,262.9602671,264.4921251,264.4935428,267.4925121,267.4936814,267.9770475,267.9787413,274.4009259,420.7107553,430.7085233
21,1,1,0,26,0.7,0.3,2,right,left,1,2,benevolent,26,1,1,924.6770314,274.4217578,274.9771279,274.9784357,276.4766248,276.4777251,278.0094475,278.0109059,282.0100494,282.0111895,282.8533992,282.8551708,287.9266708,420.7107553,430.7085233
22,0,1,0,26,0.7,0.3,1,right,left,2,1,benevolent,26,0,0,938.5009084,287.94868,288.8037333,288.805074,290.8020191,290.8031979,292.3353955,292.3368085,295.3364395,295.3375992,295.8615931,295.8631769,300.952495,420.7107553,430.7085233
23,0,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,0,951.3512584,300.974331,301.6542115,301.6555349,303.152247,303.1533913,304.685412,304.6868155,307.6861604,307.6872693,308.3460698,308.3477839,314.4774343,420.7107553,430.7085233
24,0,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,0,964.6779594,314.5017972,314.9798489,314.9811875,317.4781077,317.4791831,319.0114219,319.0128235,323.0118429,323.0129172,323.5632895,323.5649468,331.003432,420.7107553,430.7085233
25,0,1,0,26,0.7,0.3,2,right,left,2,2,benevolent,26,0,0,981.2258244,331.0261365,331.522559,331.524114,334.0204598,334.021588,335.5535961,335.5550115,339.5541126,339.5552405,340.0557941,340.0575659,345.5289486,420.7107553,430.7085233
26,0,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,0,995.7737574,345.5500734,346.0723527,346.0736846,348.5711075,348.5722413,350.1037793,350.105198,354.1046263,354.1057683,354.5887943,354.5904213,360.0548653,420.7107553,430.7085233
27,0,1,0,26,0.7,0.3,2,left,right,2,2,benevolent,26,0,0,1010.3195124,360.0798523,360.6153343,360.6166893,362.6136863,362.6148633,364.1465313,364.1481193,366.1468453,366.1480023,366.8647613,366.8664703,373.0883703,420.7107553,430.7085233
28,1,1,1,26,0.7,0.3,2,left,right,1,2,benevolent,26,1,1,1023.2726674,373.1154583,373.5739113,373.5752263,376.0722703,376.0733933,377.6053373,377.6067463,380.6063543,380.6074893,381.1155713,381.1172553,387.6224223,420.7107553,430.7085233
29,1,1,1,26,0.7,0.3,1,right,left,1,1,benevolent,26,1,1,1037.9132104,387.6476683,388.2158493,388.2172103,390.7147903,390.7159163,392.2471563,392.2486123,396.2483143,396.2494823,396.8742033,396.8757923,404.1480023,420.7107553,430.7085233
30,1,1,1,26,0.7,0.3,1,left,right,1,1,benevolent,26,1,1,1054.4944204,404.1779333,404.7914643,404.7927763,407.2903043,407.2913733,408.8237923,408.8251873,412.8236163,412.8247563,413.4418693,413.4436043,420.6827153,420.7107553,430.7085233
1,0,2,1,26,0.3,0.7,2,right,left,1,2,adversarial,26,1,0,1120.4718364,0.0119059999999536,1.21754299999998,1.21937800000001,3.71598199999994,3.71749199999999,5.24907200000007,5.25104099999999,9.24959899999999,9.25102500000003,9.709789,9.71215299999994,14.516132,421.329632,431.325487
2,0,2,0,26,0.3,0.7,1,left,right,1,1,adversarial,26,1,0,1134.3463634,14.5452290000001,15.0925030000001,15.0938230000002,16.591353,16.592539,18.124691,18.126098,20.1250480000001,20.126154,20.717823,20.7194810000001,27.050878,421.329632,431.325487
3,0,2,0,26,0.3,0.7,1,left,right,1,1,adversarial,26,1,0,1146.7508794,27.0805600000001,27.5016430000001,27.5029959999999,29.0002140000001,29.0013570000001,30.5333439999999,30.534731,33.53377,33.5349200000001,34.2433940000001,34.2451579999999,40.5840190000001,421.329632,431.325487
4,0,2,1,26,0.3,0.7,2,left,right,1,2,adversarial,26,1,0,1160.4384054,40.6141400000001,41.185927,41.1872760000001,43.184223,43.185297,44.717281,44.718711,47.717553,47.718697,48.1193290000001,48.121046,54.6176350000001,421.329632,431.325487
5,0,2,0,26,0.3,0.7,1,left,right,2,1,adversarial,26,0,0,1174.3197544,54.6506850000001,55.0690590000002,55.0704070000002,57.0682389999999,57.0694310000001,58.6011250000001,58.6025220000001,62.6013680000001,62.6024710000002,63.1447920000001,63.1465270000001,69.651541,421.329632,431.325487
6,0,2,0,26,0.3,0.7,1,left,right,1,1,adversarial,26,1,0,1189.6361434,69.6834670000001,70.38669,70.3880550000001,72.3855640000002,72.38671,73.918502,73.9199120000001,76.918676,76.9198269999999,77.5201910000001,77.521778,83.6853080000001,421.329632,431.325487
7,0,2,0,26,0.3,0.7,1,left,right,1,1,adversarial,26,1,0,1203.5090394,83.719578,84.253989,84.255349,86.2526600000001,86.253827,87.7858450000001,87.7872670000002,89.786061,89.7872090000001,90.370302,90.3720499999999,95.7276859999999,421.329632,431.325487
8,0,2,0,26,0.3,0.7,1,left,right,1,1,adversarial,26,1,0,1215.6508094,95.7615680000001,96.3960790000001,96.3975740000001,98.3939660000001,98.3950830000001,99.9277970000001,99.9291660000001,101.928123,101.929248,102.528859,102.530444,107.769714,421.329632,431.325487
9,1,2,0,26,0.3,0.7,1,right,left,2,1,adversarial,26,0,1,1228.0327914,107.803538,108.77933,108.780745,110.77871,110.779849,112.311566,112.313006,115.312248,115.313393,115.946851,115.948602,122.811927,421.329632,431.325487
10,0,2,0,26,0.3,0.7,1,left,right,2,1,adversarial,26,0,0,1242.5944954,122.84607,123.338882,123.339944,124.83736,124.838474,126.370601,126.372044,129.37085,129.37197,129.788846,129.790434,136.354368,421.329632,431.325487
11,0,2,0,26,0.3,0.7,1,left,right,2,1,adversarial,26,0,0,1256.2771444,136.389043,137.023025,137.024412,139.021442,139.022581,140.554431,140.555838,142.55485,142.555963,143.105972,143.107713,148.396349,421.329632,431.325487
12,0,2,0,26,0.3,0.7,1,left,right,2,1,adversarial,26,0,0,1268.7627724,148.432118,149.50661,149.50797,152.005545,152.006724,153.53837,153.539762,157.538963,157.540059,157.906471,157.908051,164.938757,421.329632,431.325487
13,0,2,1,26,0.3,0.7,2,right,left,1,2,adversarial,26,1,0,1284.8292244,164.97451,165.57321,165.574537,167.07241,167.073541,168.605305,168.60668,171.606005,171.607125,172.140591,172.142218,177.481187,421.329632,431.325487
14,1,2,0,26,0.3,0.7,2,left,right,2,2,adversarial,26,0,1,1297.3088114,177.517594,178.057386,178.058724,180.556488,180.557597,182.089407,182.090829,186.089907,186.09107,186.758093,186.759843,192.023165,421.329632,431.325487
15,0,2,0,26,0.3,0.7,2,right,left,2,2,adversarial,26,0,0,1312.3523664,192.060947,193.099918,193.101269,194.598541,194.599627,196.131362,196.132734,199.132096,199.133225,199.709157,199.710901,206.56563,421.329632,431.325487
16,1,2,0,26,0.3,0.7,1,right,left,2,1,adversarial,26,0,1,1326.9481274,206.605822,207.700513,207.701975,209.699203,209.700322,211.231957,211.233386,215.232354,215.233469,215.750594,215.752268,220.607768,421.329632,431.325487
