trial,feedback,run_num,agent_interv,participant,prob_win_L,prob_win_R,mine_key.keys,L_stim_pos,R_stim_pos,intervention_choice_key.keys,subj_choice,condition,participant,latent_guess,feedback,trigger_onset,trial_onset,trial_offset,isi1_onset,isi1_offset,fb_onset,fb_offset,isi2_onset,isi2_offset,interv_onset,interv_offset,iti_onset,iti_offset,iri_onset,iri_offset
26,0,3,0,7,0.3,0.7,1,left,right,2,1,benevolent,7,0,0,1797.1356782,354.815088,355.372835,355.37453,356.871343,356.877155,358.404367,358.406376,361.404763,361.414789,362.347929,362.355198,368.321614,422.212198,432.20764
27,1,3,1,7,0.3,0.7,2,left,right,1,2,benevolent,7,1,1,1810.7605562,368.395338,368.99837,369.000074,370.496867,370.502699,372.030368,372.032379,376.030286,376.042406,377.32402,377.33295,381.897121,422.212198,432.20764
28,0,3,0,7,0.3,0.7,1,right,left,2,1,benevolent,7,0,0,1824.2891642,381.969815,382.532523,382.534243,384.530745,384.540238,386.072622,386.074599,389.07329,389.082963,389.923894,389.930717,394.972511,422.212198,432.20764
29,1,3,1,7,0.3,0.7,2,left,right,1,2,benevolent,7,1,1,1837.3641252,395.046172,395.608082,395.609821,397.1062,397.112082,398.639325,398.64133,401.639932,401.64995,402.865988,402.874477,407.54814,422.212198,432.20764
30,1,3,1,7,0.3,0.7,1,right,left,1,1,benevolent,7,1,1,1849.9186212,407.623972,408.158345,408.160087,409.657669,409.663581,411.189822,411.191807,414.190221,414.200317,414.558353,414.565063,422.131933,422.212198,432.20764
1,1,4,0,7,0.3,0.7,1,right,left,1,1,adversarial,7,1,1,1916.9969632,0.0510140000001229,1.06680099999994,1.07117500000004,3.07351100000005,3.08112299999993,4.614689,4.61753500000009,6.61512399999992,6.62270699999999,8.43346300000007,8.44591700000001,13.0568539999999,422.829916,432.823923
2,1,4,0,7,0.3,0.7,2,right,left,2,2,adversarial,7,0,1,1929.5802202,13.1333240000001,13.650392,13.652069,15.1491740000001,15.1547820000001,16.6819700000001,16.683929,19.6825650000001,19.6919009999999,20.1013009999999,20.1055450000001,25.640985,422.829916,432.823923
3,1,4,0,7,0.3,0.7,1,right,left,2,1,adversarial,7,0,1,1942.0136872,25.717684,26.0839740000001,26.0856490000001,28.5827300000001,28.591013,30.115961,30.117902,34.1165149999999,34.1286809999999,34.5091460000001,34.513641,40.2247600000001,422.829916,432.823923
4,0,4,0,7,0.3,0.7,1,left,right,1,1,adversarial,7,1,0,1956.6704972,40.304963,40.742992,40.7446649999999,43.2416740000001,43.2503790000001,44.774441,44.7763990000001,46.7750840000001,46.78253,47.268055,47.2728,52.8084229999999,422.829916,432.823923
5,0,4,1,7,0.3,0.7,1,left,right,1,1,adversarial,7,1,0,1969.1832422,52.887774,53.2523410000001,53.25405,55.750395,55.75902,57.283455,57.285517,59.2837260000001,59.2910160000001,59.652186,59.6564410000001,67.39231,422.829916,432.823923
6,0,4,1,7,0.3,0.7,2,left,right,1,2,adversarial,7,1,0,1984.0514192,67.477519,68.118798,68.120496,70.6180630000001,70.6268299999999,72.1506910000001,72.152683,75.1516220000001,75.1615670000001,75.819221,75.8249510000001,81.9845210000001,422.829916,432.823923
7,0,4,0,7,0.3,0.7,1,left,right,2,1,adversarial,7,0,0,1998.9685372,82.0669130000001,83.0360920000001,83.0377559999999,85.535128,85.543721,87.0680890000001,87.07008,90.068659,90.078561,91.3531849999999,91.3641600000001,96.5733460000001,422.829916,432.823923
8,0,4,1,7,0.3,0.7,2,left,right,1,2,adversarial,7,1,0,2013.1950922,96.651118,97.2706439999999,97.2723960000001,98.773543,98.777529,100.302129,100.304101,103.302309,103.312264,103.671046,103.676037,111.152328,422.829916,432.823923
9,0,4,0,7,0.3,0.7,1,right,left,1,1,adversarial,7,1,0,2027.6538782,111.23908,111.720963,111.722608,114.219482,114.228182,115.752972,115.754967,119.753158,119.765193,121.00477,121.015647,125.744774,422.829916,432.823923
10,1,4,0,7,0.3,0.7,1,left,right,1,1,adversarial,7,1,1,2042.2397812,125.825615,126.312929,126.314646,128.311619,128.318943,129.844796,129.846792,133.845337,133.85798,134.646274,134.652608,141.828611,422.829916,432.823923
11,0,4,1,7,0.3,0.7,1,left,right,1,1,adversarial,7,1,0,2058.5330142,141.914731,142.60557,142.607308,144.60365,144.610915,146.136971,146.138979,148.137409,148.144684,148.888916,148.895131,154.920935,422.829916,432.823923
12,0,4,0,7,0.3,0.7,1,right,left,1,1,adversarial,7,1,0,2071.5438242,155.005101,155.614708,155.616363,157.612892,157.62013,159.146289,159.148828,161.146385,161.153837,162.706033,162.716796,167.012955,422.829916,432.823923
13,0,4,1,7,0.3,0.7,1,right,left,1,1,adversarial,7,1,0,2083.5289112,167.095588,167.59771,167.599396,169.096684,169.102564,170.629628,170.631439,174.630097,174.642525,174.939889,174.943769,182.596853,422.829916,432.823923
14,0,4,1,7,0.3,0.7,2,right,left,1,2,adversarial,7,1,0,2098.9973572,182.687941,183.065498,183.067212,185.06411,185.071454,186.596809,186.598772,190.597547,190.609705,191.682177,191.690253,196.689138,422.829916,432.823923
15,1,4,0,7,0.3,0.7,2,right,left,2,2,adversarial,7,0,1,2113.1763242,196.77525,197.249354,197.251046,198.74731,198.753052,200.280774,200.282703,202.281043,202.288305,202.707729,202.71225,209.281235,422.829916,432.823923
16,0,4,1,7,0.3,0.7,1,right,left,1,1,adversarial,7,1,0,2125.6581852,209.369023,209.733241,209.734924,212.231872,212.240462,213.764914,213.766982,215.764997,215.772404,217.38324,217.393886,223.873605,422.829916,432.823923
17,0,4,1,7,0.3,0.7,2,left,right,2,2,adversarial,7,0,0,2140.3297222,223.963093,224.400042,224.401745,226.398717,226.405351,227.931614,227.933574,231.932461,231.943656,232.65877,232.66447,238.965997,422.829916,432.823923
18,0,4,0,7,0.3,0.7,2,right,left,1,2,adversarial,7,1,0,2155.3488422,239.054365,239.417089,239.418829,240.916552,240.924905,242.45746,242.459484,245.45835,245.468459,245.834539,245.838762,253.557756,422.829916,432.823923
19,1,4,0,7,0.3,0.7,1,right,left,1,1,adversarial,7,1,1,2170.0261232,253.651673,254.101624,254.103237,256.600115,256.608732,258.133022,258.134969,262.133745,262.146019,262.726735,262.732276,269.1586,422.829916,432.823923
20,1,4,0,7,0.3,0.7,2,left,right,2,2,adversarial,7,0,1,2185.5426902,269.248836,269.61016,269.611795,272.109158,272.117907,273.641937,273.643915,276.642543,276.652661,277.118997,277.123889,282.751441,422.829916,432.823923
21,1,4,0,7,0.3,0.7,1,right,left,2,1,adversarial,7,0,1,2199.3925642,282.841671,283.460823,283.462475,285.459629,285.467034,286.992852,286.994939,288.993224,289.000505,289.477968,289.482771,294.843414,422.829916,432.823923
22,0,4,0,7,0.3,0.7,2,left,right,2,2,adversarial,7,0,0,2211.5244342,294.934265,295.595288,295.596861,297.093468,297.099364,298.626877,298.628855,302.627027,302.641953,303.511906,303.518921,308.435339,422.829916,432.823923
23,0,4,0,7,0.3,0.7,1,left,right,1,1,adversarial,7,1,0,2224.8928742,308.526,308.962496,308.964281,310.461007,310.466984,311.993829,311.995846,313.994364,314.001876,314.970503,314.978094,322.027445,422.829916,432.823923
24,0,4,0,7,0.3,0.7,2,right,left,1,2,adversarial,7,1,0,2239.3521212,322.121671,323.420844,323.422473,325.41968,325.427051,326.953231,326.955193,330.954184,330.968811,331.238015,331.241764,338.12817,422.829916,432.823923
25,1,4,0,7,0.3,0.7,1,left,right,1,1,adversarial,7,1,1,2254.4512902,338.225499,338.521787,338.523433,341.020729,341.029461,342.56223,342.56426,344.562069,344.569465,345.097138,345.102324,351.72871,422.829916,432.823923
26,1,4,0,7,0.3,0.7,2,left,right,2,2,adversarial,7,0,1,2268.0832522,351.823828,352.155694,352.157475,353.65413,353.65997,355.187528,355.189521,359.187687,359.199837,359.747516,359.75287,367.329421,422.829916,432.823923
27,0,4,1,7,0.3,0.7,2,left,right,1,2,adversarial,7,1,0,2283.7370182,367.426781,367.80618,367.807863,369.804801,369.811918,371.337893,371.339856,374.33815,374.347851,375.572692,375.581215,381.429846,422.829916,432.823923
28,0,4,0,7,0.3,0.7,1,left,right,1,1,adversarial,7,1,0,2297.7970012,381.524666,381.865152,381.866858,383.864083,383.871338,385.405938,385.407959,388.405435,388.415388,388.981791,388.987003,396.530463,422.829916,432.823923
29,1,4,0,7,0.3,0.7,1,right,left,2,1,adversarial,7,0,1,2313.0123722,396.629198,397.082684,397.084336,398.580888,398.58676,400.114215,400.116184,403.11436,403.124449,403.541293,403.545755,409.131013,422.829916,432.823923
30,0,4,0,7,0.3,0.7,1,right,left,1,1,adversarial,7,1,0,2325.4946252,409.231189,409.566307,409.568019,411.065563,411.071394,412.598036,412.599987,415.598558,415.608655,416.824475,416.833184,422.731636,422.829916,432.823923
1,0,1,0,8,0.7,0.3,1,right,left,1,1,adversarial,8,1,0,32.093251,0.0425012799999998,1.06730342,1.06960141,2.56511812,2.5708304,4.09830776,4.10338652,7.09862543,7.10897909,8.30858149,8.31774993,13.54866256,421.02843952,431.02399482
2,1,1,0,8,0.7,0.3,2,right,left,1,2,adversarial,8,1,1,45.0584970000002,13.5675225,14.03376591,14.03547799,16.53241195,16.54030591,18.0654996,18.06742153,22.06597054,22.07723613,22.56754798,22.57220524,28.07422818,421.02843952,431.02399482
3,1,1,0,8,0.7,0.3,2,right,left,1,2,adversarial,8,1,1,59.7301759999998,28.09468621,28.70105974,28.70273058,30.69968461,30.70637385,32.23279776,32.23508674,34.23307225,34.24292821,34.75111147,34.75602201,42.09981964,421.02843952,431.02399482
4,0,1,0,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,0,73.8540820000001,42.12310158,42.8262946,42.82805469,44.82532035,44.83198851,46.35847279,46.36051855,49.35876654,49.36793422,50.21843854,50.22485095,57.12529824,421.02843952,431.02399482
5,1,1,0,8,0.7,0.3,2,left,right,1,2,adversarial,8,1,1,89.1294030000001,57.14732842,58.10218805,58.10386631,59.60080975,59.60622841,61.13405654,61.1360495,65.13435326,65.14933157,66.06052654,66.06716125,72.65100502,421.02843952,431.02399482
6,0,1,0,8,0.7,0.3,2,right,left,1,2,adversarial,8,1,0,105.130265,72.67403002,74.10247322,74.10418402,76.10132852,76.10804772,77.63458352,77.63652722,81.63500612,81.64638262,82.97785542,82.98651892,88.67658662,421.02843952,431.02399482
7,0,1,1,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,0,120.632411,88.69781112,89.60356142,89.60528142,92.10205762,92.10999632,93.63509412,93.63935632,97.63563902,97.64797682,98.77033642,98.77884362,103.20210002,421.02843952,431.02399482
8,1,1,0,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,1,135.092321,103.22317502,104.06204592,104.06387732,106.56092462,106.56925632,108.09395602,108.09583672,111.09470602,111.10393602,111.72070512,111.72601012,116.72778972,421.02843952,431.02399482
9,0,1,1,8,0.7,0.3,2,left,right,1,2,adversarial,8,1,0,148.959158,116.75288612,117.92960842,117.93149102,120.42820122,120.43562572,121.96141132,121.96336362,124.96183332,124.97410112,127.36271372,127.37702362,132.26160312,421.02843952,431.02399482
10,0,1,0,8,0.7,0.3,1,right,left,1,1,adversarial,8,1,0,164.403162,132.28439832,133.37183152,133.37355562,134.87037862,134.87577632,136.40450852,136.40648032,138.40396792,138.41055872,140.43847912,140.45075872,144.78729472,421.02843952,431.02399482
11,0,1,1,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,0,177.458291,144.80969542,146.43045202,146.43229852,147.92921212,147.93466902,149.46223842,149.46416022,152.46274122,152.47189792,154.18080422,154.19536202,158.31263052,421.02843952,431.02399482
12,1,1,0,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,1,190.083834,158.33539032,159.05618592,159.05791002,161.05458592,161.06118892,162.58776212,162.58984682,166.58840572,166.59948302,167.50654932,167.51355802,173.33827482,421.02843952,431.02399482
13,1,1,0,8,0.7,0.3,2,right,left,2,2,adversarial,8,0,1,206.295972,173.36393682,175.26516142,175.26682992,177.26280692,177.26835002,178.79694002,178.79883572,182.79722482,182.80885192,183.51531782,183.52368622,189.37194132,421.02843952,431.02399482
14,1,1,0,8,0.7,0.3,2,right,left,NA,2,adversarial,8,NA,1,222.129974,189.39952482,191.09983812,191.10153392,193.59771122,193.60576382,195.13063962,195.13253592,197.13119582,197.13794282,200.14824982,200.16415622,203.90616492,421.02843952,431.02399482
15,1,1,0,8,0.7,0.3,2,left,right,1,2,adversarial,8,1,1,235.997696,203.92914132,204.96597352,204.96762062,207.46490262,207.47282392,208.99809682,209.00004782,211.99844982,212.00778142,213.11638632,213.12408662,219.43174922,421.02843952,431.02399482
16,0,1,0,8,0.7,0.3,1,right,left,2,1,adversarial,8,0,0,251.023879,219.46132662,219.99149122,219.99325292,222.49048952,222.49926262,224.03171032,224.03376622,226.03238962,226.03987992,227.47556482,227.48535252,232.96564032,421.02843952,431.02399482
17,0,1,0,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,0,264.96484,232.99432112,233.93413802,233.93586992,235.43274862,235.43848562,236.96572392,236.96769892,240.96617672,240.97866742,242.05967362,242.06789292,247.49941352,421.02843952,431.02399482
18,0,1,1,8,0.7,0.3,2,left,right,1,2,adversarial,8,1,0,279.45326,247.52881172,248.42594892,248.42774132,250.42494022,250.43219962,251.95845712,251.96048002,253.95808052,253.96542002,255.55168512,255.56238872,259.53337132,421.02843952,431.02399482
19,1,1,0,8,0.7,0.3,1,right,left,2,1,adversarial,8,0,1,291.684478,259.55959812,260.65195772,260.65373462,262.15042132,262.15628892,263.68372752,263.68578962,267.68404892,267.69665342,268.99367922,269.00309562,273.06701152,421.02843952,431.02399482
20,0,1,0,8,0.7,0.3,2,left,right,1,2,adversarial,8,1,0,305.918785,273.09440342,274.89370622,274.89528132,277.39277342,277.40152612,278.92518402,278.92652892,281.92611292,281.93630692,283.47731942,283.48718122,287.60128882,421.02843952,431.02399482
21,1,1,0,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,1,319.51538,287.62935782,288.48644082,288.48799372,290.48505832,290.49230862,292.01824702,292.02029082,294.01846162,294.02590152,296.06132162,296.07411812,300.63537992,421.02843952,431.02399482
22,0,1,0,8,0.7,0.3,2,right,left,1,2,adversarial,8,1,0,332.408348,300.66498692,301.37892102,301.38064122,303.37727942,303.38580532,304.91887682,304.92095082,308.91911072,308.93137152,309.35361182,309.35793272,314.66972482,421.02843952,431.02399482
23,1,1,0,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,1,346.690244,314.70280822,315.66257622,315.66425782,317.16106082,317.16691092,318.69477352,318.69673662,320.69468762,320.70195622,321.68805802,321.69571562,328.21126322,421.02843952,431.02399482
24,0,1,0,8,0.7,0.3,2,left,right,NA,2,adversarial,8,NA,0,360.704362,328.24556542,329.67990422,329.68176142,331.67851872,331.68579152,333.21157492,333.21353982,337.21183592,337.22649102,340.23735652,340.25464932,343.25310272,421.02843952,431.02399482
25,0,1,1,8,0.7,0.3,1,left,right,NA,1,adversarial,8,NA,0,375.163617,343.28149042,344.13864712,344.14035312,346.63731622,346.64604052,348.17034232,348.17231572,350.17077102,350.17810662,353.18767322,353.20497682,356.78828682,421.02843952,431.02399482
26,0,1,1,8,0.7,0.3,1,left,right,1,1,adversarial,8,1,0,388.862421,356.81847912,357.83060502,357.83232222,359.32954492,359.33544712,360.86223092,360.86386072,362.86292142,362.87019502,363.53949912,363.54734852,368.32121522,421.02843952,431.02399482
27,0,1,1,8,0.7,0.3,1,right,left,1,1,adversarial,8,1,0,400.010861,368.35499702,368.98151982,368.98319202,370.48058872,370.48642332,372.01299612,372.01497452,375.01345342,375.02363512,375.89011012,375.89677962,380.86346852,421.02843952,431.02399482
28,0,1,1,8,0.7,0.3,1,right,left,1,1,adversarial,8,1,0,413.493308,380.89737212,382.46515762,382.46693192,384.46373102,384.47096962,385.99676472,385.99875392,387.99726812,388.00446052,388.92347412,388.93069672,394.90552082,421.02843952,431.02399482
29,NA,1,0,8,0.7,0.3,NA,right,left,NA,NA,adversarial,8,NA,NA,NA,394.94383772,397.43980362,397.44147952,397.44225702,397.44330612,397.46056832,397.46145732,397.46193132,397.46257952,397.47726632,397.47837382,407.44770152,421.02843952,431.02399482
30,0,1,1,8,0.7,0.3,2,right,left,NA,2,adversarial,8,NA,0,440.112633,407.49228122,409.08307252,409.08476532,411.58172892,411.58958122,413.11481402,413.11676402,416.11506262,416.12437602,419.13220702,419.14783012,420.99902102,421.02843952,431.02399482
1,1,2,1,8,0.7,0.3,1,left,right,1,1,benevolent,8,1,1,509.248967,0.0684178999999858,2.05816199999998,2.06035609999998,4.55699859999999,4.56583799999999,6.09824079999999,6.10077109999997,9.09902450000004,9.11177940000005,10.3171551,10.326102,13.5737591,421.7318269,431.7321514
2,1,2,1,8,0.7,0.3,1,right,left,1,1,benevolent,8,1,1,521.622647,13.6080346,14.433775,14.4355017,16.932191,16.9409245000001,18.4653661999999,18.4673481,20.4661702,20.4734289,21.5759988999999,21.5845342,27.1159731,421.7318269,431.7321514
3,0,2,0,8,0.7,0.3,2,left,right,1,2,benevolent,8,1,0,536.388368,27.1556849999999,29.2010135,29.2026374,31.6997211,31.7084669,33.2329643,33.2349399,37.2335277,37.2470728,38.0592191,38.0658242,43.6582691,421.7318269,431.7321514
4,1,2,0,8,0.7,0.3,2,right,left,1,2,benevolent,8,1,1,552.268527,43.6991075,45.0768879999999,45.0785562999999,47.0753253,47.0826294,48.6085405,48.6105671,51.6089482,51.6190754,52.5345076999999,52.5418658999999,56.7004741,421.7318269,431.7321514
5,0,2,0,8,0.7,0.3,1,left,right,NA,1,benevolent,8,NA,0,564.842873,56.7391891999999,57.6526024999999,57.6543124,59.1507423,59.1566685,60.6840197,60.6860443,62.6842987,62.6915354,65.7014096,65.7185027,69.24225,421.7318269,431.7321514
6,1,2,1,8,0.7,0.3,1,right,left,1,1,benevolent,8,1,1,576.988398,69.2816008,69.8028319,69.8046214,72.3013377999999,72.3099252,73.8343933,73.8367343,77.834774,77.8470163,78.5527839,78.5591142,83.784879,421.7318269,431.7321514
7,1,2,0,8,0.7,0.3,1,left,right,1,1,benevolent,8,1,1,592.545417,83.8263075,85.353494,85.3552115,86.8519185,86.8577678,88.3852912,88.3873394999999,92.3854499,92.3983841,93.4200906,93.4280132,99.3272939,421.7318269,431.7321514
8,1,2,1,8,0.7,0.3,2,left,right,1,2,benevolent,8,1,1,608.117813,99.3725065,100.9285961,100.9303215,102.4276112,102.4335166,103.9607441,103.962745,107.9611825,107.9733313,108.4050788,108.410529,114.8776683,421.7318269,431.7321514
9,1,2,0,8,0.7,0.3,1,left,right,1,1,benevolent,8,1,1,623.689863,114.9219267,116.5040387,116.5057495,118.5032517,118.510556,120.0359961,120.0379431,123.036631,123.0466056,123.6630587,123.6687453,129.928573,421.7318269,431.7321514
10,1,2,0,8,0.7,0.3,2,right,left,1,2,benevolent,8,1,1,638.73878,129.9758374,131.5466292,131.5483007,133.0453793,133.0513085,134.5784856,134.5804859,138.5789976,138.5911719,139.8970781,139.9062529,144.4790612,421.7318269,431.7321514
11,0,2,0,8,0.7,0.3,1,left,right,NA,1,benevolent,8,NA,0,653.256155,144.5225275,146.0648556,146.066615,148.0624534,148.0695452,149.5958278,149.5977956,151.5962504,151.6030484,154.6131516,154.6289584,158.5294133,421.7318269,431.7321514
12,0,2,0,8,0.7,0.3,1,left,right,1,1,benevolent,8,1,0,666.666067,158.5725317,159.4815266,159.483214,160.9799879,160.985817,162.5127118,162.5146302,164.513541,164.5208501,165.4564968,165.4639947,170.079997,421.7318269,431.7321514
13,1,2,1,8,0.7,0.3,2,left,right,1,2,benevolent,8,1,1,679.141973,170.1246015,171.956908,171.9586935,173.9554468,173.9628129,175.4884902,175.4905,177.4887871,177.4961921,179.2567088,179.2676115,184.1306668,421.7318269,431.7321514
14,NA,2,0,8,0.7,0.3,NA,right,left,NA,NA,benevolent,8,NA,NA,NA,184.1759888,186.6726543,186.6742888,186.6750564,186.6761208,186.692828,186.6938407,186.6943322,186.6950574,186.7092812,186.7104183,198.1810414,421.7318269,431.7321514
15,0,2,0,8,0.7,0.3,1,right,left,2,1,benevolent,8,0,0,707.351956,198.2414029,200.1663999,200.168118,202.6649051,202.6735911,204.1979343,204.1999407,206.1983312,206.2056197,208.8163463,208.8317676,211.7482057,421.7318269,431.7321514
16,NA,2,0,8,0.7,0.3,NA,right,left,NA,NA,benevolent,8,NA,NA,NA,211.7925253,214.2904299,214.2920956,214.2928742,214.2937938,214.3102474,214.3111956,214.3116958,214.3123815,214.3257096,214.326806,225.7990888,421.7318269,431.7321514
17,0,2,0,8,0.7,0.3,1,right,left,1,1,benevolent,8,1,0,734.264887,225.859447,227.0750036,227.0765357,229.5745049,229.5832111,231.1154704,231.1174603,233.1160678,233.1233657,235.8593055,235.8754707,238.3660305,421.7318269,431.7321514
18,1,2,0,8,0.7,0.3,1,right,left,NA,1,benevolent,8,NA,1,746.251419,238.4087589,239.0595606,239.0612767,241.0583394,241.0655764,242.5909559,242.5929491,244.5915844,244.5988643,247.609427,247.6280036,250.416809,421.7318269,431.7321514
19,0,2,0,8,0.7,0.3,1,right,left,1,1,benevolent,8,1,0,759.965975,250.4610078,252.7763995,252.7780474,254.2752786,254.2810772,255.8084837,255.81043,258.8087142,258.818741,259.8188067,259.826582,263.9670384,421.7318269,431.7321514
20,0,2,0,8,0.7,0.3,2,right,left,1,2,benevolent,8,1,0,771.700319,264.0154528,264.5100856,264.5118697,267.009136,267.0176938,268.5421055,268.544074,270.5426015,270.5499048,271.3941725,271.4009886,276.5176091,421.7318269,431.7321514
21,NA,2,0,8,0.7,0.3,NA,left,right,NA,NA,benevolent,8,NA,NA,NA,276.5675046,279.0684294,279.0701483,279.0709005,279.071935,279.0912296,279.0925687,279.0931705,279.0940575,279.1109357,279.1120773,292.0682712,421.7318269,431.7321514
22,1,2,0,8,0.7,0.3,1,right,left,1,1,benevolent,8,1,1,799.954618,292.1355793,292.7620047,292.7636937,294.7604982,294.7678758,296.3026381,296.3045686,299.3022048,299.3121727,300.5038175,300.5126985,305.1438069,421.7318269,431.7321514
23,NA,2,1,8,0.7,0.3,NA,left,right,NA,NA,benevolent,8,NA,NA,NA,305.1948437,307.6945552,307.6983622,307.6993178,307.7003792,307.7173325,307.71835,307.7188161,307.7194493,307.7332235,307.7343478,316.7026498,421.7318269,431.7321514
24,NA,2,1,8,0.7,0.3,NA,right,left,NA,NA,benevolent,8,NA,NA,NA,316.7620009,319.2619776,319.2636613,319.2644047,319.2654273,319.2820912,319.2829608,319.2834848,319.2841457,319.2974969,319.2985539,331.2698551,421.7318269,431.7321514
25,1,2,1,8,0.7,0.3,1,left,right,1,1,benevolent,8,1,1,839.217447,331.3366301,332.0295809,332.0313539,334.0291982,334.0364686,335.5616546,335.5636607,339.5627825,339.5774274,340.6390221,340.6468576,347.3371672,421.7318269,431.7321514
26,NA,2,0,8,0.7,0.3,NA,left,right,NA,NA,benevolent,8,NA,NA,NA,347.3919611,349.8880279,349.8897014,349.8904518,349.8915457,349.9086228,349.9095742,349.9101389,349.9108265,349.924334,349.9253258,362.8961265,421.7318269,431.7321514
27,0,2,0,8,0.7,0.3,2,left,right,NA,2,benevolent,8,NA,0,871.683271,362.9662085,364.4979558,364.4996584,365.9965389,366.0023913,367.530094,367.5342385,370.5302332,370.5402561,373.546949,373.5633122,377.4715973,421.7318269,431.7321514
28,1,2,0,8,0.7,0.3,1,left,right,NA,1,benevolent,8,NA,1,885.699582,377.5227422,378.5071658,378.5088119,380.005591,380.0110029,381.5384845,381.5404267,385.5390181,385.5502249,388.5564858,388.5725851,393.030573,421.7318269,431.7321514
29,NA,2,1,8,0.7,0.3,NA,left,right,NA,NA,benevolent,8,NA,NA,NA,393.0843062,395.5815527,395.5831754,395.5839253,395.5849216,395.6021905,395.6032184,395.6038109,395.6045737,395.6187725,395.6197488,408.0895703,421.7318269,431.7321514
30,NA,2,0,8,0.7,0.3,NA,right,left,NA,NA,benevolent,8,NA,NA,NA,408.1595484,410.6571235,410.6587545,410.6594686,410.6603274,410.6769215,410.6778949,410.6784333,410.6791914,410.6924705,410.693417,421.66514,421.7318269,431.7321514
1,1,3,0,8,0.3,0.7,1,left,right,NA,1,adversarial,8,NA,1,982.680652,0.0502305999999635,1.40040820000002,1.40251130000001,3.39872769999999,3.40636240000003,4.94026389999999,4.9429907,6.9403466,6.94797489999996,9.95772409999995,9.97529889999998,13.0576701,422.3415153,432.3413703
2,0,3,0,8,0.3,0.7,2,left,right,2,2,adversarial,8,0,0,995.454439,13.1286419,14.1758989,14.1776449,15.6740641,15.6797798,17.2076936,17.2096517,20.2073783,20.2173733,20.8929922999999,20.8988863,25.6329263,422.3415153,432.3413703
3,0,3,0,8,0.3,0.7,1,left,right,NA,1,adversarial,8,NA,0,1007.65563,25.6894703,26.3763563,26.3780713,28.8746983,28.8833193,30.4074523,30.4094663,34.4083853,34.4205383,37.4258733,37.4429312999999,40.1914053,422.3415153,432.3413703
4,NA,3,0,8,0.3,0.7,NA,right,left,NA,NA,adversarial,8,NA,NA,NA,40.2445493,42.7426433000001,42.7443072999999,42.7451033,42.7461203,42.7629162999999,42.7639603,42.7645493,42.7651823000001,42.7788602999999,42.7800423000001,52.7505563,422.3415153,432.3413703
5,0,3,1,8,0.3,0.7,1,left,right,1,1,adversarial,8,1,0,1035.091666,52.8193463,53.8106923,53.8124223,56.3093292999999,56.3179342999999,57.8424342999999,57.8444013000001,59.8425683,59.8498723,60.4353192999999,60.4406893,67.3262433,422.3415153,432.3413703
6,NA,3,1,8,0.3,0.7,NA,right,left,NA,NA,adversarial,8,NA,NA,NA,67.3890183000001,69.8850362999999,69.8867193000001,69.8874373000001,69.8884032999999,69.9039422999999,69.9049723000001,69.9054943000001,69.9061773000001,69.9187383000001,69.9197173,81.8936762999999,422.3415153,432.3413703
7,0,3,1,8,0.3,0.7,1,left,right,NA,1,adversarial,8,NA,0,1064.370522,81.9668643,83.0862403000001,83.0878533,85.5855543,85.5941883,87.1189543,87.1212972999999,90.1193473000001,90.1295453,93.1361273,93.1532222999999,96.4688902999999,422.3415153,432.3413703
8,0,3,1,8,0.3,0.7,1,left,right,1,1,adversarial,8,1,0,1078.355115,96.5257853000001,97.0703943000001,97.0721172999999,98.5693753,98.5751653,100.1021543,100.1041753,103.1027413,103.1143773,105.5376133,105.5515583,111.0276973,422.3415153,432.3413703
9,1,3,0,8,0.3,0.7,2,left,right,1,2,adversarial,8,1,1,1093.626153,111.0889443,112.3466863,112.3484353,114.8449003,114.8527883,116.3861333,116.3880263,120.3867793,120.3983283,121.1965613,121.2027813,125.5948883,422.3415153,432.3413703
10,0,3,0,8,0.3,0.7,1,left,right,1,1,adversarial,8,1,0,1107.419918,125.6547293,126.1386883,126.1403643,128.1369703,128.1437483,129.6699533,129.6719103,133.6706843,133.6862683,134.5803923,134.5879883,141.6625943,422.3415153,432.3413703
11,1,3,0,8,0.3,0.7,1,right,left,NA,1,adversarial,8,NA,1,1123.520222,141.7295123,142.2392893,142.2410183,144.2378283,144.2450933,145.7709193,145.7729353,147.7713313,147.7787093,150.7883173,150.8060543,154.7375623,422.3415153,432.3413703
12,1,3,0,8,0.3,0.7,1,right,left,1,1,adversarial,8,1,1,1136.582904,154.7994553,155.2977043,155.2994083,157.2969013,157.3041493,158.8296093,158.8316303,160.8302733,160.8375723,162.9073993,162.9198543,166.8051293,422.3415153,432.3413703
13,NA,3,1,8,0.3,0.7,NA,left,right,NA,NA,adversarial,8,NA,NA,NA,166.8676023,169.3639683,169.3656853,169.3664373,169.3673723,169.3832673,169.3841113,169.3845353,169.3852163,169.3985093,169.3996133,182.3726263,422.3415153,432.3413703
